season,episode,speaker,Symptom,Test,Drug,Procedure,Intent,diagnosis_stage,Sarcasm,Emotion,Organ,correct_prediction,model_prediction,text,medical_entities,clean_text,label
4,13,Hasta,ani aort yırtılması ve göğüs ağrısı,Göğüs röntgeni ve EKG,Yok,Cerrahi acil müdahalesi,,kritik,0,panik,aort ve kalp,,,"Ani aort yırtılması ve göğüs ağrım var, acil yardım istiyorum.","[{""text"": ""Ani aort yırtılması"", ""type"": ""Symptom""}, {""text"": ""göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""Göğüs röntgeni"", ""type"": ""Test""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""Aort ve kalp"", ""type"": ""Organ""}]",ani aort yırtılması ve göğüs ağrım var acil yardım istiyorum,136
4,13,Dr. Cuddy,ani akciğer yetmezliği ve nefes darlığı,Kan gaz analizi ve oksijen,Oksijen tedavisi,Acil müdahale,,kritik,0,panik,akciğerler,,,Ani akciğer yetmezliği için acil müdahale gerekli.,"[{""text"": ""Ani akciğer yetmezliği"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""Kan gaz analizi"", ""type"": ""Test""}, {""text"": ""Oksijen"", ""type"": ""Drug""}, {""text"": ""Akciğerler"", ""type"": ""Organ""}]",ani akciğer yetmezliği için acil müdahale gerekli,132
4,13,Dr. Wilson,ani karaciğer sirozu ve sararma,Kan testleri ve karaciğer testleri,Yok,Hepatoloji konsültasyonu,,kronik,0,ümitsizlik,karaciğer,,,Ani karaciğer sirozu için hepatoloji konsültasyonu gerekli.,"[{""text"": ""Ani karaciğer sirozu"", ""type"": ""Symptom""}, {""text"": ""sararma"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""karaciğer testleri"", ""type"": ""Test""}, {""text"": ""Karaciğer"", ""type"": ""Organ""}]",ani karaciğer sirozu için hepatoloji konsültasyonu gerekli,174
4,13,Dr. Cameron,ani böbrek sirozu ve idrar azlığı,Kan testleri ve ultrason,Yok,Nefroloji konsültasyonu,,kronik,0,ümitsizlik,böbrekler,,,Ani böbrek sirozu için nefroloji konsültasyonu gerekli.,"[{""text"": ""Ani böbrek sirozu"", ""type"": ""Symptom""}, {""text"": ""idrar azlığı"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Böbrekler"", ""type"": ""Organ""}]",ani böbrek sirozu için nefroloji konsültasyonu gerekli,150
4,13,Dr. Foreman,ani kalp kası iltihabı ve göğüs ağrısı,EKG ve kan testleri,Antibiyotik,Kardiyoloji konsültasyonu,,kritik,0,panik,kalp,,,Ani kalp kası iltihabı için acil müdahale gerekli.,"[{""text"": ""Ani kalp kası iltihabı"", ""type"": ""Symptom""}, {""text"": ""göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Antibiyotik"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",ani kalp kası iltihabı için acil müdahale gerekli,165
4,13,Dr. Chase,ani beyin iltihabı ve baş ağrısı,Beyin MR ve kan testleri,Antibiyotik,Nöroloji konsültasyonu,,kritik,0,panik,beyin,,,Ani beyin iltihabı için acil müdahale gerekli.,"[{""text"": ""Ani beyin iltihabı"", ""type"": ""Symptom""}, {""text"": ""baş ağrısı"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Antibiyotik"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani beyin iltihabı için acil müdahale gerekli,145
4,13,Dr. House,ani akciğer iltihabı ve nefes darlığı,Akciğer röntgeni ve kan testleri,Antibiyotik,Pulmonoloji konsültasyonu,,kritik,0,panik,akciğerler,,,Ani akciğer iltihabı için acil müdahale gerekli.,"[{""text"": ""Ani akciğer iltihabı"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""Akciğer röntgeni"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Antibiyotik"", ""type"": ""Drug""}, {""text"": ""Akciğerler"", ""type"": ""Organ""}]",ani akciğer iltihabı için acil müdahale gerekli,131
4,13,Hasta,ani mide bulantısı ve kusma,Endoskopi ve kan testleri,Mide ilacı,Gastroenteroloji konsültasyonu,,erken evre,0,rahatsızlık,mide,,,"Ani mide bulantım ve kusmam var, tahlil istiyorum.","[{""text"": ""Ani mide bulantısı"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Mide ilacı"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",ani mide bulantım ve kusmam var tahlil istiyorum,182
4,13,Dr. Cuddy,ani baş dönmesi ve denge kaybı,Vestibüler testler ve beyin MR,Yok,Nöroloji konsültasyonu,,erken evre,0,kaygı,denge sistemi ve beyin,,,Ani baş dönmen ve denge kaybın için vestibüler testler gerekli.,"[{""text"": ""Ani baş dönmesi"", ""type"": ""Symptom""}, {""text"": ""denge kaybı"", ""type"": ""Symptom""}, {""text"": ""Vestibüler testler"", ""type"": ""Test""}, {""text"": ""beyin MR"", ""type"": ""Test""}, {""text"": ""Denge sistemi ve beyin"", ""type"": ""Organ""}]",ani baş dönmen ve denge kaybın için vestibüler testler gerekli,143
4,14,Dr. House,görme bozukluğu ve baş dönmesi,Göz muayenesi ve MR,Yok,Dehidrasyon kontrolü,,erken evre,0,merak,göz,,,Görme bozukluğu ve baş dönmen için göz muayenesi ve MR yapacağız.,"[{""text"": ""Görme bozukluğu"", ""type"": ""Symptom""}, {""text"": ""baş dönmesi"", ""type"": ""Symptom""}, {""text"": ""Göz muayenesi"", ""type"": ""Test""}, {""text"": ""MR"", ""type"": ""Test""}, {""text"": ""Göz"", ""type"": ""Organ""}]",görme bozukluğu ve baş dönmen için göz muayenesi ve mr yapacağız,843
4,14,Hasta,cilt döküntüsü ve kaşıntı,Alerji testleri,Krem,Cilt biyopsisi,,erken evre,0,stres,cilt,,,"Cildimde döküntüler var ve çok kaşıyorum, alerji testi yapın.","[{""text"": ""Cilt döküntüsü"", ""type"": ""Symptom""}, {""text"": ""kaşıntı"", ""type"": ""Symptom""}, {""text"": ""Alerji testleri"", ""type"": ""Test""}, {""text"": ""Cilt biyopsisi"", ""type"": ""Test""}, {""text"": ""Krem"", ""type"": ""Drug""}, {""text"": ""Cilt"", ""type"": ""Organ""}]",cildimde döküntüler var ve çok kaşıyorum alerji testi yapın,505
4,14,Dr. Cuddy,tansiyon yüksekliği ve kalp ağrısı,EKG ve tansiyon ölçümü,Tansiyon ilacı,Kardiyoloji konsültasyonu,,kronik,0,kaygı,kalp,,,"Tansiyonun çok yüksek ve kalp ağrın var, acil EKG çektirmelisin.","[{""text"": ""Tansiyon yüksekliği"", ""type"": ""Symptom""}, {""text"": ""kalp ağrısı"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""tansiyon ölçümü"", ""type"": ""Test""}, {""text"": ""Tansiyon ilacı"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",tansiyonun çok yüksek ve kalp ağrın var acil ekg çektirmelisin,2122
4,14,Dr. Wilson,depresyon ve uyku sorunları,Psikiyatrik değerlendirme,Antidepresan,Terapi seansı,,kronik,0,empati,beyin,,,"Depresyonun uyku sorunlarına neden oluyor, antidepresan tedavisi gerekebilir.","[{""text"": ""Depresyon"", ""type"": ""Symptom""}, {""text"": ""uyku sorunları"", ""type"": ""Symptom""}, {""text"": ""Psikiyatrik değerlendirme"", ""type"": ""Test""}, {""text"": ""Antidepresan"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",depresyonun uyku sorunlarına neden oluyor antidepresan tedavisi gerekebilir,576
4,14,Dr. House,sararma ve kaşıntı,Karaciğer fonksiyon testleri,Karaciğer koruyucu,Hepatoloji konsültasyonu,,orta evre,0,endişe,karaciğer,,,"Sararmın ve kaşıntın için karaciğer fonksiyon testleri yaptım, hepatoloji konsültasyonu gerekli.","[{""text"": ""Sararma"", ""type"": ""Symptom""}, {""text"": ""kaşıntı"", ""type"": ""Symptom""}, {""text"": ""Karaciğer fonksiyon testleri"", ""type"": ""Test""}, {""text"": ""Karaciğer koruyucu"", ""type"": ""Drug""}, {""text"": ""Karaciğer"", ""type"": ""Organ""}]",sararmın ve kaşıntın için karaciğer fonksiyon testleri yaptım hepatoloji konsültasyonu gerekli,1954
4,14,Hasta,eklem ağrısı ve şişlik,ROMATOID faktör testi,Ağrı kesici,Revmatoloji muayenesi,,kronik,1,umutsuzluk,eklemler,,,"Eklem ağrılarım ve şişliğim için romatoid faktör testi istiyorum, umudumu kaybediyorum.","[{""text"": ""Eklem ağrısı"", ""type"": ""Symptom""}, {""text"": ""şişlik"", ""type"": ""Symptom""}, {""text"": ""ROMATOID faktör testi"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Eklemler"", ""type"": ""Organ""}]",eklem ağrılarım ve şişliğim için romatoid faktör testi istiyorum umudumu kaybediyorum,688
4,14,Dr. Cameron,nefes darlığı ve öksürük,Akciğer röntgeni,Bronkodilatör,Pulmonoloji konsültasyonu,,orta evre,0,endişe,akciğer,,,"Nefes darlığın ve öksürüğün için akciğer röntgeni çekelim, bronkodilatör tedavisi uygulayalım.","[{""text"": ""Nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""öksürük"", ""type"": ""Symptom""}, {""text"": ""Akciğer röntgeni"", ""type"": ""Test""}, {""text"": ""Bronkodilatör"", ""type"": ""Drug""}, {""text"": ""Akciğer"", ""type"": ""Organ""}]",nefes darlığın ve öksürüğün için akciğer röntgeni çekelim bronkodilatör tedavisi uygulayalım,1613
4,14,Dr. Foreman,baş dönmesi ve denge kaybı,Vestibüler testler,Yok,Fizik tedavi,,erken evre,0,konsantrasyon,denge sistemi,,,Baş dönmen ve denge kaybın için vestibüler testler yapmalıyız.,"[{""text"": ""Baş dönmesi"", ""type"": ""Symptom""}, {""text"": ""denge kaybı"", ""type"": ""Symptom""}, {""text"": ""Vestibüler testler"", ""type"": ""Test""}, {""text"": ""Denge sistemi"", ""type"": ""Organ""}]",baş dönmen ve denge kaybın için vestibüler testler yapmalıyız,363
4,14,Dr. Chase,mide kanaması ve kusma,Endoskopi,Kan durdurucu,Acil müdahale,,kritik,0,panik,mide,,,"Mide kanaması ve kusma için acil endoskopi yapmalıyız, kan durdurucu gerekli.","[{""text"": ""Mide kanaması"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",mide kanaması ve kusma için acil endoskopi yapmalıyız kan durdurucu gerekli,1553
4,14,Dr. House,saç dökülmesi ve cilt kuruluğu,Kan testleri ve tiroid testleri,Vitamin takviyesi,Dermatoloji konsültasyonu,,erken evre,0,kaygı,cilt ve saç,,,Saç dökülmen ve cilt kuruluğun için kan testleri gerekli.,"[{""text"": ""Saç dökülmesi"", ""type"": ""Symptom""}, {""text"": ""cilt kuruluğu"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""tiroid testleri"", ""type"": ""Test""}, {""text"": ""Vitamin takviyesi"", ""type"": ""Drug""}, {""text"": ""Cilt ve saç"", ""type"": ""Organ""}]",saç dökülmen ve cilt kuruluğun için kan testleri gerekli,1960
4,14,Hasta,ani nefes darlığı ve göğüs ağrısı,EKG ve akciğer röntgeni,Oksijen tedavisi,Acil müdahale,,kritik,0,panik,akciğerler ve kalp,,,"Ani nefes darlığım ve göğüs ağrım var, acil yardım istiyorum.","[{""text"": ""Ani nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""akciğer röntgeni"", ""type"": ""Test""}, {""text"": ""Oksijen tedavisi"", ""type"": ""Drug""}, {""text"": ""Akciğerler ve kalp"", ""type"": ""Organ""}]",ani nefes darlığım ve göğüs ağrım var acil yardım istiyorum,186
4,14,Dr. Cuddy,şeker hastalığı ve görme kaybı,Göz muayenesi ve kan şekeri testi,İnsülin,Diyabet takibi,,kronik,0,umut,gözler ve pankreas,,,"Şeker hastalığın görme kaybına neden oluyor, göz muayenesi gerekli.","[{""text"": ""Şeker hastalığı"", ""type"": ""Symptom""}, {""text"": ""görme kaybı"", ""type"": ""Symptom""}, {""text"": ""Göz muayenesi"", ""type"": ""Test""}, {""text"": ""kan şekeri testi"", ""type"": ""Test""}, {""text"": ""İnsülin"", ""type"": ""Drug""}, {""text"": ""Gözler ve pankreas"", ""type"": ""Organ""}]",şeker hastalığın görme kaybına neden oluyor göz muayenesi gerekli,2426
4,14,Dr. Wilson,ani bilinç kaybı ve bayılma,Beyin MR ve EEG,Yok,Nöroloji konsültasyonu,,kritik,0,panik,beyin,,,Ani bilinç kaybın ve bayılman için acil beyin MR gerekli.,"[{""text"": ""Ani bilinç kaybı"", ""type"": ""Symptom""}, {""text"": ""bayılma"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""EEG"", ""type"": ""Test""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani bilinç kaybın ve bayılman için acil beyin mr gerekli,147
4,14,Dr. House,mide bulantısı ve kusma,Endoskopi ve kan testleri,Mide ilacı,Gastroenteroloji konsültasyonu,,erken evre,0,rahatsızlık,mide,,,Mide bulantın ve kusman için endoskopi yapmalıyız.,"[{""text"": ""Mide bulantısı"", ""type"": ""Symptom""}, {""text"": ""kusma"", ""type"": ""Symptom""}, {""text"": ""Endoskopi"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Mide ilacı"", ""type"": ""Drug""}, {""text"": ""Mide"", ""type"": ""Organ""}]",mide bulantın ve kusman için endoskopi yapmalıyız,1550
4,14,Dr. Cameron,bel fıtığı ve bacak ağrısı,MR ve fizik muayene,Ağrı kesici,Fizik tedavi,,orta evre,0,acı,bel ve bacaklar,,,Bel fıtığın ve bacak ağrın için MR ve fizik tedavi gerekli.,"[{""text"": ""Bel fıtığı"", ""type"": ""Symptom""}, {""text"": ""bacak ağrısı"", ""type"": ""Symptom""}, {""text"": ""MR"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Bel ve bacaklar"", ""type"": ""Organ""}]",bel fıtığın ve bacak ağrın için mr ve fizik tedavi gerekli,365
4,14,Hasta,ani cilt döküntüsü ve ateş,Alerji testleri ve kan testleri,Antihistaminik,Dermatoloji konsültasyonu,,erken evre,0,endişe,cilt,,,"Ani cilt döküntüm ve ateşim var, alerji testi yapın.","[{""text"": ""Ani cilt döküntüsü"", ""type"": ""Symptom""}, {""text"": ""ateş"", ""type"": ""Symptom""}, {""text"": ""Alerji testleri"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Antihistaminik"", ""type"": ""Drug""}, {""text"": ""Cilt"", ""type"": ""Organ""}]",ani cilt döküntüm ve ateşim var alerji testi yapın,152
4,14,Dr. Foreman,ani karın ağrısı ve şişlik,Ultrason ve kan testleri,Yok,Acil müdahale,,kritik,0,panik,karın,,,Ani karın ağrın ve şişlik için acil ultrason gerekli.,"[{""text"": ""Ani karın ağrısı"", ""type"": ""Symptom""}, {""text"": ""şişlik"", ""type"": ""Symptom""}, {""text"": ""Ultrason"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Karın"", ""type"": ""Organ""}]",ani karın ağrın ve şişlik için acil ultrason gerekli,177
4,14,Dr. Chase,kalp yetmezliği ve nefes darlığı,EKO ve kan testleri,Diüretik,Kardiyoloji konsültasyonu,,kronik,0,ümitsizlik,kalp,,,Kalp yetmezliğin ve nefes darlığın için EKO ve kan testleri gerekli.,"[{""text"": ""Kalp yetmezliği"", ""type"": ""Symptom""}, {""text"": ""nefes darlığı"", ""type"": ""Symptom""}, {""text"": ""EKO"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Diüretik"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",kalp yetmezliğin ve nefes darlığın için eko ve kan testleri gerekli,1173
4,14,Dr. House,ani işitme kaybı ve kulak çınlaması,Audiometri testi,Yok,KBB konsültasyonu,,erken evre,0,panik,kulaklar,,,Ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli.,"[{""text"": ""Ani işitme kaybı"", ""type"": ""Symptom""}, {""text"": ""kulak çınlaması"", ""type"": ""Symptom""}, {""text"": ""Audiometri testi"", ""type"": ""Test""}, {""text"": ""Kulaklar"", ""type"": ""Organ""}]",ani işitme kaybın ve kulak çınlaman için audiometri testi gerekli,161
4,14,Hasta,eklem ağrısı ve şişlik,Kan testleri ve eklem aspirasyonu,Ağrı kesici,Romatoloji konsültasyonu,,kronik,0,acı,eklemler,,,Eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum.,"[{""text"": ""Eklem ağrısı"", ""type"": ""Symptom""}, {""text"": ""şişlik"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""eklem aspirasyonu"", ""type"": ""Test""}, {""text"": ""Ağrı kesici"", ""type"": ""Drug""}, {""text"": ""Eklemler"", ""type"": ""Organ""}]",eklem ağrılarım ve şişlik için kan testleri ve aspirasyon istiyorum,688
4,14,Dr. Wilson,ani kilo kaybı ve gece terlemeleri,Kan testleri ve tümör araması,Kemoterapi,Tıbbi onkoloji konsültasyonu,,orta evre,0,panik,tüm vücut,,,Ani kilo kaybın ve gece terlemelerin ciddi belirtiler.,"[{""text"": ""Ani kilo kaybı"", ""type"": ""Symptom""}, {""text"": ""gece terlemeleri"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""tümör araması"", ""type"": ""Test""}, {""text"": ""Kemoterapi"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",ani kilo kaybın ve gece terlemelerin ciddi belirtiler,178
4,14,Dr. House,ani baş dönmesi ve denge kaybı,Vestibüler testler ve beyin MR,Yok,Nöroloji konsültasyonu,,erken evre,0,kaygı,denge sistemi ve beyin,,,Ani baş dönmen ve denge kaybın için vestibüler testler gerekli.,"[{""text"": ""Ani baş dönmesi"", ""type"": ""Symptom""}, {""text"": ""denge kaybı"", ""type"": ""Symptom""}, {""text"": ""Vestibüler testler"", ""type"": ""Test""}, {""text"": ""beyin MR"", ""type"": ""Test""}, {""text"": ""Denge sistemi ve beyin"", ""type"": ""Organ""}]",ani baş dönmen ve denge kaybın için vestibüler testler gerekli,143
4,14,Hasta,ani göğüs ağrısı ve kalp sıkışması,EKG ve kan testleri,Nitrogliserin,Acil kardiyoloji müdahalesi,,kritik,0,panik,kalp,,,"Ani göğüs ağrım ve kalp sıkışmam var, acil yardım istiyorum.","[{""text"": ""Ani göğüs ağrısı"", ""type"": ""Symptom""}, {""text"": ""kalp sıkışması"", ""type"": ""Symptom""}, {""text"": ""EKG"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Nitrogliserin"", ""type"": ""Drug""}, {""text"": ""Kalp"", ""type"": ""Organ""}]",ani göğüs ağrım ve kalp sıkışmam var acil yardım istiyorum,159
4,14,Dr. Cameron,ani böbrek yetmezliği ve idrar azlığı,Kan testleri ve ultrason,Yok,Nefroloji acil konsültasyonu,,kritik,0,panik,böbrekler,,,Ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli.,"[{""text"": ""Ani böbrek yetmezliği"", ""type"": ""Symptom""}, {""text"": ""idrar azlığı"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""ultrason"", ""type"": ""Test""}, {""text"": ""Böbrekler"", ""type"": ""Organ""}]",ani böbrek yetmezliğin için acil nefroloji konsültasyonu gerekli,151
4,14,Dr. Foreman,ani karaciğer yetmezliği ve sararma,Kan testleri ve karaciğer ultrasonu,Yok,Hepatoloji acil konsültasyonu,,kritik,0,panik,karaciğer,,,Ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli.,"[{""text"": ""Ani karaciğer yetmezliği"", ""type"": ""Symptom""}, {""text"": ""sararma"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""karaciğer ultrasonu"", ""type"": ""Test""}, {""text"": ""Karaciğer"", ""type"": ""Organ""}]",ani karaciğer yetmezliğin için acil hepatoloji konsültasyonu gerekli,176
4,14,Dr. Chase,ani kanama ve şok,Kan testleri ve kan transfüzyonu,Kan durdurucu,Acil müdahale,,kritik,0,panik,tüm vücut,,,Ani kanama ve şok durumunda acil müdahale gerekli.,"[{""text"": ""Ani kanama"", ""type"": ""Symptom""}, {""text"": ""şok"", ""type"": ""Symptom""}, {""text"": ""Kan testleri"", ""type"": ""Test""}, {""text"": ""kan transfüzyonu"", ""type"": ""Test""}, {""text"": ""Kan durdurucu"", ""type"": ""Drug""}, {""text"": ""Tüm vücut"", ""type"": ""Organ""}]",ani kanama ve şok durumunda acil müdahale gerekli,172
4,14,Dr. House,ani felç ve konuşma bozukluğu,Beyin MR ve kan testleri,Kan sulandırıcı,Nöroloji acil müdahalesi,,kritik,0,panik,beyin,,,Ani felç ve konuşma bozukluğu için acil beyin MR gerekli.,"[{""text"": ""Ani felç"", ""type"": ""Symptom""}, {""text"": ""konuşma bozukluğu"", ""type"": ""Symptom""}, {""text"": ""Beyin MR"", ""type"": ""Test""}, {""text"": ""kan testleri"", ""type"": ""Test""}, {""text"": ""Kan sulandırıcı"", ""type"": ""Drug""}, {""text"": ""Beyin"", ""type"": ""Organ""}]",ani felç ve konuşma bozukluğu için acil beyin mr gerekli,156
